firm_id,output,capital,labor,investment,year
2.0,34.97170872514572,11.438735441143498,0.8653685482135688,2.0215815684763165,1.0
2.0,78.79658327640522,31.5026608659883,1.8549941583273097,8.03191127474489,2.0
2.0,202.86417239283165,30.844544528712802,1.6489450113520085,13.754778140707744,3.0
2.0,198.34448886489542,30.88784951125096,1.7673922986632853,12.509195452656451,4.0
2.0,219.23196775417605,32.854416568538916,1.7726989791572474,14.67454749511924,5.0
2.0,192.6232598168099,32.52020444844047,1.6269639973741485,15.6090520292603,6.0
2.0,166.58468182518547,31.244774301594642,1.5989638276355271,14.833531951415925,7.0
3.0,43.65951390046559,5.784227618637969,0.5526521826544183,0.456443752644664,1.0
3.0,43.96848019175408,14.25711073812198,0.5469802772281586,1.9410848067910353,2.0
3.0,50.813870298282616,16.297954092982565,0.6522280929785386,2.8044145076214533,4.0
3.0,46.794546911877205,15.395739900973894,0.621858726143198,2.027882088579037,5.0
3.0,52.863830476517485,16.354512148784277,0.6987700157157573,2.2678294582834644,7.0
3.0,61.558261208258216,17.62579499609516,0.7660450509879118,2.4647084135724064,8.0
3.0,66.4957790918175,22.577316499390353,0.8601813264157877,2.8508550315704664,9.0
5.0,122.45556705916295,165.40025030032695,3.1006974298728927,16.501346430614458,1.0
5.0,120.60630697439338,190.27594709180067,3.090278335310191,20.455955491658898,3.0
5.0,126.07047825603888,158.35456342979455,3.0827100844540563,17.30945288330661,5.0
5.0,131.10779257808508,197.05760844541277,3.38656300516465,22.213702259575452,6.0
5.0,162.90245546012045,202.61347786175534,3.7140712529581177,19.718358412423694,7.0
5.0,137.87700809775083,166.18844663103977,3.3805307499916655,17.90772390040814,8.0
6.0,219.76429310921512,61.8408778773669,1.7375169000192632,19.31501561072824,1.0
6.0,231.4149142106749,63.487025431043584,1.792597584217268,22.961371589750772,2.0
9.0,517.9696343451498,11.562842526402973,2.3521553570241958,13.583109536313781,1.0
9.0,465.53400819384115,12.422293564034947,2.2742060383587126,15.812490035040392,3.0
